id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
17275063,Modern Apartment with Balcony - 500m to the Beach,78584887,James,,Waverley,-33.88874732659788,151.2722339938864,Entire home/apt,180,4,1,2017-03-01,0.86,1,0
16816092,Bondi Beach Apartment,22094732,Merel,,Waverley,-33.893828902767694,151.26836427196574,Private room,551,2,0,,,1,155
13604718,Private Room in Bondi Junction,34772978,Annabel,,Waverley,-33.890517599688664,151.25566163979104,Private room,53,7,0,,,1,0
16357452,Large Double Room in Beautiful Beachside Apartment,22742792,Caroline,,Waverley,-33.88884049022938,151.2799646868968,Private room,55,1,3,2017-02-23,1.70,2,357
9738460,Bondi Beach Surf House (apartment),15400499,Lachlan,,Waverley,-33.88776237429194,151.2777346043357,Entire home/apt,300,5,0,,,2,0
15636028,Large 1 Bedroom close to beach,2068631,Udo,,Waverley,-33.88636220195294,151.27627003093377,Entire home/apt,120,5,2,2017-02-27,0.39,1,139
12687613,Beach home in Bondi with pool,68955021,Orsi,,Waverley,-33.88483093860991,151.2816842308349,Entire home/apt,150,4,0,,,1,0
2332541,Sunny Bondi Beach- 1 BED + Parking walk to beach,11913425,Ore,,Waverley,-33.887568917666115,151.2674693523197,Entire home/apt,99,5,3,2017-01-14,0.43,1,83
11573234,Bright Flat in Iconic Bondi,5616112,Cloé,,Waverley,-33.895341855832875,151.26026688032596,Private room,64,3,5,2017-01-01,0.40,1,318
16357257,Private double bedroom in the heart of Bondi Beach,16030139,Daniel,,Waverley,-33.883886138459076,151.27242493354032,Private room,100,3,0,,,1,87
4533931,Modern penthouse style apartment ,23509124,David,,Waverley,-33.893562880234306,151.26510569262197,Entire home/apt,579,7,0,,,1,0
15374602,Bondi Surf Shack - own room,15537129,Adam,,Waverley,-33.892217509655566,151.2740661582689,Private room,95,1,2,2016-10-12,0.34,2,16
5347087,BONDI- ROOM AVAILABLE BRIGHT &CLEAN,1464461,Betty,,Waverley,-33.893142521775786,151.2623616395284,Private room,60,7,0,,,1,1
17733240,3 Bedroom Family Oasis in the Heart of Bondi Beach,14140356,Rosie,,Waverley,-33.88845657986771,151.27139120041707,Entire home/apt,180,2,0,,,1,70
15833101,Two bedroom Townhouse in Vaucluse with car spot.,33526037,Eitan,,Waverley,-33.86257677092735,151.279198920228,Entire home/apt,451,5,0,,,1,88
4953797,Bohemian Bondi Beach Home,843875,Sze Lok,,Waverley,-33.88711558684951,151.272541922069,Entire home/apt,150,1,10,2017-03-19,0.47,1,0
2136197,Bondi Beach Gem - Dec 2015/Jan 2016,10901888,Natasha,,Waverley,-33.88859460244431,151.26553723623474,Entire home/apt,250,1,1,2015-01-06,0.04,1,0
11573666,Relaxed unit in a great location,60988188,Robyn,,Waverley,-33.891428579160646,151.26216688065165,Entire home/apt,200,7,2,2017-01-01,0.16,1,365
17701796,Amazing one bedroom apartment in Bondi Junction,103268958,Mika,,Waverley,-33.89310718956235,151.25187414068563,Entire home/apt,91,5,0,,,1,49
13607434,"Amazing room, Bondi Beach- 3 bd Apt",64107911,Camilla,,Waverley,-33.8885247950997,151.27122883629227,Private room,105,3,2,2016-08-30,0.26,1,89
8494045,Cosy room in Bondi Beach,25706348,Federico,,Waverley,-33.89225620575924,151.26252839652182,Private room,80,2,0,,,1,166
3579014,North Bondi Apartment w/ Ocean View,786094,Mark,,Waverley,-33.89247467236248,151.28350613382057,Entire home/apt,159,3,2,2017-03-29,0.94,1,127
7904404,Bondi Beach Dream Home!,41681618,Sam,,Waverley,-33.88461433866972,151.27604016327342,Entire home/apt,349,3,3,2017-01-04,0.20,1,17
4824237,Life's a Beach,14337083,Annabel,,Waverley,-33.89429012355248,151.2736972710075,Private room,95,3,2,2017-01-13,0.69,1,0
13868231,"Clean, Cosy, Centrally located ground floor unit",82003663,Helen,,Waverley,-33.895073000626766,151.24858793127885,Entire home/apt,150,7,4,2017-03-06,0.52,1,0
2333966,Sunny Bondi Beach House,11922690,Auke,,Waverley,-33.894555382105125,151.27216806697606,Entire home/apt,399,5,3,2016-01-07,0.08,1,34
17079656,KoKo's Clovelly Bed 1,107411366,KoKo'S Shared Accommodation,,Waverley,-33.89429759334373,151.25093856382708,Shared room,50,2,1,2017-03-06,1,12,355
13081969,Awe Inspiring Views,2450066,Your Home Away From Home,,Waverley,-33.90472390655469,151.26865353056309,Entire home/apt,346,5,0,,,76,332
6856125,Beachside apartment,10401238,Nils,,Waverley,-33.89505832446549,151.272533639821,Entire home/apt,451,4,7,2017-01-07,0.34,1,109
3513769,Bronte beach studio in Sydney's Best Suburb Apt 2,10469992,Christina,,Waverley,-33.905950896328854,151.26355084586282,Entire home/apt,91,1,65,2017-03-07,2.02,7,239
5610938,Ideal Location 2Bed Bondi Beach Pad,6004244,Julian,,Waverley,-33.88821486055501,151.27297486576288,Entire home/apt,240,2,28,2017-02-18,1.15,2,42
10165707,Bondi Beach - Central,29142884,Keith,,Waverley,-33.88899260617444,151.2702129458684,Entire home/apt,219,2,1,2016-01-14,0.07,3,0
826840,Waverley Family Home ,113874,Bondi Beach Holiday Homes,,Waverley,-33.89868639196628,151.25642120955877,Entire home/apt,900,6,0,,,52,12
5512694,2 bedroom apartment in Bondi,27081342,Jan,,Waverley,-33.892721164053064,151.26305466162057,Entire home/apt,120,2,1,2015-08-24,0.05,1,48
12098138,Tamarama Penthouse apartment,118676,Lizzy,,Waverley,-33.89741123713643,151.26982166951888,Entire home/apt,451,3,4,2017-03-01,1.01,1,231
8886799,Luxurious Architectural Beach Home,19129375,Hugh,,Waverley,-33.907596577627224,151.25857901618025,Entire home/apt,600,2,1,2016-03-13,0.08,1,175
1941030,Bondi Room-Walk To Beach-Free Wifi,3304856,Ayesha & Maurice,,Waverley,-33.88650241869676,151.27533211454255,Private room,75,2,73,2017-04-01,1.80,1,58
17079908,KoKo's Clovelly Bed 3,107411366,KoKo'S Shared Accommodation,,Waverley,-33.89284438245006,151.24974206669592,Shared room,45,2,1,2017-03-19,1,12,365
9028892,Newly renovated right by the beach,7490428,Patricia,,Waverley,-33.88609595777837,151.27173201075573,Entire home/apt,219,1,1,2016-01-02,0.07,1,0
17407826,"Clean, cosy relaxing room in Bondi junction",6746746,Sebastian,,Waverley,-33.89327477761524,151.25190608747997,Private room,80,1,1,2017-03-10,1,1,90
16162759,100m From Bondi Beach,105497055,Jasmin,,Waverley,-33.89008938949034,151.27174289232596,Entire home/apt,130,3,11,2017-03-27,3.79,1,350
15441928,Bondi Beach Apartment,788661,Tim,,Waverley,-33.88728701943172,151.2683760041417,Entire home/apt,75,2,9,2017-03-11,1.58,1,12
12787731,Private room in quiet apartment!,69612150,Noemi,,Waverley,-33.902115373761575,151.25634366853293,Private room,50,20,0,,,1,0
16097503,Charming Ocean side house,8561188,Jaye,,Waverley,-33.88205459313568,151.28360260059685,Entire home/apt,1200,5,0,,,3,364
13607177,AMAZING BEACH FRONT LOCATION  - CAMPBELL PDE,16552604,Paola,,Waverley,-33.89085883720691,151.2760748562306,Entire home/apt,200,3,2,2016-11-09,0.24,1,355
9356722,Tama Seaview,22867691,Bastien,,Waverley,-33.89858725282385,151.27094056189281,Private room,120,6,2,2017-01-02,0.13,1,0
17146154,Big Bright Apartment in the heart of Bronte,23590886,Sarah,,Waverley,-33.90091483895426,151.2537334607324,Entire home/apt,197,3,1,2017-03-02,0.88,1,20
11510136,Amazing Beachfront Value! Easter Special,4858906,Daniel,,Waverley,-33.88827819514552,151.27669440987881,Entire home/apt,156,1,7,2017-03-12,1.06,1,244
15931824,Best View In Bondi - Large Sunny Room w/ ensuite,6734174,Migs,,Waverley,-33.89731206801643,151.27058335176218,Private room,85,2,4,2017-01-03,0.90,2,65
1317571,Boutique Beach House with View!,5591323,Edward,,Waverley,-33.89684146279227,151.27087846331864,Private room,91,3,78,2017-03-20,2.05,1,81
18028989,Bondi Beach House,23431031,Rebecca,,Waverley,-33.88839634580493,151.26554990653202,Entire home/apt,275,2,0,,,1,164
2661123,Stunning Ocean Views Tamarama Beach,13621718,Nia,,Waverley,-33.89980603723964,151.27188654832483,Entire home/apt,250,3,15,2016-11-20,0.45,1,362
17079050,KoKo's Bondi Bed 1,107411366,KoKo'S Shared Accommodation,,Waverley,-33.89459777787966,151.24983310642435,Shared room,45,2,1,2017-03-21,1,12,361
2857778,Panoramic Views of Bondi Beach BB24,14138978,Prestige,,Waverley,-33.89666857700878,151.27305934549648,Entire home/apt,205,2,20,2017-01-31,0.62,45,315
17079114,KoKo's Coogee 2,107411366,KoKo'S Shared Accommodation,,Waverley,-33.89481288323734,151.24991723818397,Shared room,55,2,1,2017-03-12,1,12,365
15901817,0015J Bondi Adina,48627526,Millie,,Waverley,-33.88915433764593,151.2717064853306,Entire home/apt,420,7,0,,,47,278
9217617,Modern Bondi Beach Apartment,4981085,James,,Waverley,-33.89316713179728,151.27240781044304,Entire home/apt,700,7,2,2016-07-30,0.12,1,364
633795,Bondi Beach summer house,3608297,Ruth,,Waverley,-33.88145812620219,151.27686129248275,Private room,100,1,1,2016-05-15,0.09,1,364
8763050,Bondi Summer Holiday Apartment,45951682,Adolpho,,Waverley,-33.88501605892471,151.27360185211504,Entire home/apt,229,1,0,,,1,0
964701,Beachside apartment,5259382,Ty,,Waverley,-33.88601337181891,151.28292536869188,Private room,125,1,4,2016-01-02,0.10,1,365
12762013,Spacious Family Home,16026854,Kirstie,,Waverley,-33.899249778280264,151.2555507522612,Entire home/apt,501,5,0,,,50,365
16370227,Adorable room in the stunning Bondi House,8215945,Rizzi,,Waverley,-33.89106656015575,151.2601441611381,Private room,80,2,1,2016-12-25,0.30,1,85
4033115,5 Bed Home Bronte with pool very close to beach,8063364,Martin,,Waverley,-33.89869478925748,151.26506592582734,Entire home/apt,1351,7,1,2015-04-12,0.04,1,174
6472521,ROOM IN TAMARAMA,6713852,Pouchet,,Waverley,-33.89968148759205,151.26625116701214,Private room,35,1,0,,,1,0
17942064,Ocean View,64950985,Peter,,Waverley,-33.859575241884876,151.2818394174453,Entire home/apt,1200,7,0,,,1,44
14829119,Bronte Beach House,113874,Bondi Beach Holiday Homes,,Waverley,-33.903897800472656,151.26210049533276,Entire home/apt,930,5,0,,,52,0
6735799,2-bed apart with Bondi Beach views,35275399,Jo,,Waverley,-33.88851216989172,151.27505776116433,Entire home/apt,399,10,0,,,2,0
9652725,0012Y Bondi Life,48627526,Millie,,Waverley,-33.894939090639994,151.27010906546116,Entire home/apt,374,7,0,,,47,272
9434907,Cosy room in Bondi Beach,9980383,Stefano,,Waverley,-33.88910241961341,151.27317062394116,Private room,85,3,12,2016-10-05,0.79,2,141
1920616,Beach Pad Tamarama Bondi Sydney,9956051,Caroline,,Waverley,-33.89834714838173,151.26688740841885,Entire home/apt,349,3,8,2017-01-01,0.29,1,0
249998,Private Art Deco Garden Apartment,1310233,Stefanie,,Waverley,-33.89414161222308,151.25137599394608,Entire home/apt,250,2,13,2014-06-13,0.20,1,28
4575789,Nice studio close to the beach!,22980172,María,,Waverley,-33.88832496234663,151.26692453777332,Entire home/apt,125,1,0,,,1,0
16231367,Luxury Bondi Beach oasis 'Aqua',1784211,Matt,,Waverley,-33.889619526168005,151.2821143618639,Entire home/apt,600,2,1,2017-03-05,1,1,129
7318456,Executive studio in Bondi Junction,24236109,Yaffa & Ariel,,Waverley,-33.89218025738707,151.25250872705476,Entire home/apt,185,2,25,2017-02-25,1.28,5,329
9284522,Breathtaking views of Bronte Beach!,12243508,Lara & Nathan,,Waverley,-33.90508544321253,151.2681593175977,Entire home/apt,300,7,1,2016-08-20,0.13,1,252
2665381,Central Bondi Beach - Gould St,9016363,Rebecca,,Waverley,-33.88796790602914,151.27569929718655,Entire home/apt,300,2,6,2017-02-04,0.22,1,216
15379303,Beach-Side Apartment with Ocean Views,23010819,Michael,,Waverley,-33.887653577836375,151.2770559638198,Entire home/apt,501,10,0,,,2,181
4311175,BONDI BEACH 2 BED VIEWS AIRCON PARKING,4298915,Awaba,,Waverley,-33.894560195055796,151.273248950472,Entire home/apt,460,7,0,,,54,0
4174592,Bondi Beach Sanctuary Sea Views,4637110,Matt,,Waverley,-33.89515367980346,151.2694410585878,Entire home/apt,260,1,109,2017-03-27,3.69,2,356
9744485,Excellent location - Bondi Junction,13995974,Luna,,Waverley,-33.89492999711253,151.25192994547734,Private room,78,14,0,,,2,0
7974993,Bondi Beach Appartment,42089857,Fiona,,Waverley,-33.893862506531924,151.27347310711295,Entire home/apt,250,1,0,,,1,0
13348950,"Quiet, sunny room at Francis Street",7585186,Rachel,,Waverley,-33.89255662086485,151.2697685437283,Private room,50,7,0,,,1,0
5550144,Double room in Bondi Beach,9980383,Stefano,,Waverley,-33.88726804000949,151.2717907573345,Private room,70,3,37,2017-03-04,1.47,2,325
6860833,Big room Bondi Beach,35951602,Luisa,,Waverley,-33.88838586388399,151.27137764196064,Private room,55,1,4,2017-02-01,0.28,1,0
16887840,Luxury Bronte Apartment,112640313,Nicola,,Waverley,-33.89981982294629,151.2532105898276,Entire home/apt,200,4,1,2017-03-06,1,1,0
9280858,1 Bedroom + Sunroom  in  Bondi,48137367,Kristina,,Waverley,-33.8831287011487,151.27963329652115,Entire home/apt,150,10,1,2016-01-05,0.07,1,0
15904787,.Luxury Beach Villa in Bondi.,101776273,Domeniki & James,,Waverley,-33.890221937316234,151.270227714419,Entire home/apt,399,4,9,2017-03-27,3.91,2,32
4960278,Sunny room with good location Bondi,25571183,Nicolas,,Waverley,-33.890610380411935,151.26403881239398,Private room,85,2,0,,,1,0
17018879,"Light, large, comfortable private room in Bondi",7274843,Charli,,Waverley,-33.89141131502456,151.26245614124915,Private room,91,3,4,2017-03-27,4,1,66
12496899,Private room in large Bondi terrace,59846704,John,,Waverley,-33.892973248471314,151.2535927143531,Private room,55,1,2,2016-12-22,0.23,1,0
15662978,Large sunny room in perfect Bondi..,101125640,Todd,,Waverley,-33.88236191469978,151.2764154793394,Private room,79,1,4,2017-01-20,0.81,2,82
4325246,"Sunny hidden gem, coastal views",8764547,Amy,,Waverley,-33.86248603383933,151.28092339686472,Private room,91,2,15,2016-08-21,0.55,2,362
14876464,Beautiful apartment in the heart of Bondi,62221633,Nicholas,,Waverley,-33.884994605984836,151.27884801478862,Entire home/apt,200,3,6,2017-03-22,1.36,1,50
10020927,Small BR in Bondi Penthouse,820836,Marc,,Waverley,-33.88595091797157,151.2721376154182,Private room,125,3,0,,,2,0
9698914,Bondi Beach Apt with parking,50085397,Jess,,Waverley,-33.88699082339058,151.27149874682817,Entire home/apt,219,2,1,2016-01-03,0.07,1,0
2620990,Beautiful Bondi Beach Pad,13422645,Todd,,Waverley,-33.88696693801763,151.2777311933369,Entire home/apt,116,2,45,2017-04-01,1.25,1,133
10419214,Right on the Bondi beachfront 10,37614024,Ric,,Waverley,-33.88963708198422,151.27970744605426,Private room,56,7,15,2017-02-10,1.02,10,340
2161668,Private room in the heart of Bondi,6266484,Ritchi,,Waverley,-33.88683356549408,151.26992814080788,Private room,68,1,1,2017-02-20,0.67,2,319
12254099,Airy Bondi room with balconies,52903032,Lenka,,Waverley,-33.89408872966714,151.25090962225207,Private room,50,3,1,2016-05-25,0.09,1,0
16382844,Summer In Bondi Beach Studio - 5 mins to the beach,20306075,Thomas,,Waverley,-33.8897056705824,151.2695244667055,Entire home/apt,200,7,0,,,6,0
9698099,Cosy beach side haven,50081922,Stephen,,Waverley,-33.89258641151581,151.27276856039163,Entire home/apt,152,4,1,2015-12-30,0.06,1,0
7666416,Beautiful Bondi Garden Apartment,6019157,Emma And Stu,,Waverley,-33.88227869050161,151.2775896890729,Entire home/apt,131,5,2,2016-08-26,0.19,1,0
16382552,Bondi Beach Nest 1br,32443904,Manda,,Waverley,-33.88837849979923,151.2630575099925,Entire home/apt,185,4,0,,,1,0
1898993,Charming family home in Bondi,9863801,Charlotte,,Waverley,-33.895341092480024,151.24682027543935,Entire home/apt,285,4,2,2015-01-03,0.05,1,0
5241274,"ROSE BAY, Beaumont Street - L'Abode",7409213,Lisa L'Abode Accommodation,,Waverley,-33.87419053753189,151.27659235666135,Entire home/apt,737,4,0,,,156,74
14155057,Tranquil family home close to Bondi Beach,18416886,Georgie,,Waverley,-33.86878839960225,151.27931106880146,Entire home/apt,1000,14,0,,,1,0
6683934,Spacious Sunny 1 bedroom Apartment,1790342,Stef,,Waverley,-33.88637265456229,151.26909686904372,Entire home/apt,75,30,0,,,1,40
16383252,1 private room available in dover heights,107315884,Stephanie,,Waverley,-33.86637582828098,151.28203619393062,Private room,60,3,0,,,1,0
14613733,Spacious & Bright One Bedroom Apt,7786220,Ciara,,Waverley,-33.892501488371735,151.2575751618463,Entire home/apt,141,4,2,2017-01-06,0.37,1,10
16383176,"Cozy , Beautiful Bondi Beach Room.",106951490,Ronny,,Waverley,-33.89282849438707,151.2676545463253,Private room,60,2,3,2017-02-15,1.03,1,62
4193453,Spacious and Sunny,21756562,Polly,,Waverley,-33.86068405605173,151.28012830352932,Entire home/apt,141,14,1,2015-01-10,0.04,1,304
15858795,000XS Bondi Chic,48627526,Millie,,Waverley,-33.888760513367664,151.2844990608138,Entire home/apt,470,7,0,,,47,308
5241936,Stay at the best house in Bondi!,27129539,Philip,,Waverley,-33.88232915180731,151.27386470798461,Entire home/apt,1349,3,6,2017-01-03,0.54,1,0
17333316,Great Apartment with a lot of natural light,3711682,Justin,,Waverley,-33.89395791101484,151.26001584796768,Private room,100,2,0,,,1,328
9238898,Terrace in Bondi for family holiday,48019104,Tracy,,Waverley,-33.89203560885097,151.2594664452907,Entire home/apt,501,10,0,,,1,0
15857722,0015A Ben Buckler Penthouse Views,48627526,Millie,,Waverley,-33.89142134516402,151.28350648104052,Entire home/apt,850,7,0,,,47,364
14940179,Cosy private room in the heart of Bondi Junction,71409867,Bec,,Waverley,-33.893431607497355,151.25300699915752,Private room,64,1,15,2017-03-25,2.83,1,334
784357,Affordable House Sydney near City and Beach,4135272,Trina,,Waverley,-33.899223329565224,151.253211737852,Entire home/apt,300,5,4,2016-01-11,0.14,1,0
653240,"Double Room Bondi Junction, Sydney.",3284546,Nan,,Waverley,-33.89612370026913,151.2532582896636,Private room,78,1,116,2017-04-01,2.24,1,193
16616747,ADRIFT EASTnestled between2 beaches,37634791,Amanda,,Waverley,-33.895439658650325,151.2711112618402,Private room,80,2,8,2017-03-25,3.81,2,91
16572068,Bondi beachfront luxury with stunning views,11804474,Clara And David,,Waverley,-33.88889070374863,151.28184014876751,Entire home/apt,900,1,0,,,1,165
879178,Private Room # BeautifulBondibeach,2192356,Justine,,Waverley,-33.890232872896505,151.26671242651184,Private room,66,3,9,2016-12-12,0.18,2,93
9564825,Magnificent views of entire city,49519376,Sam,,Waverley,-33.890568062837644,151.25182146327808,Entire home/apt,100,7,0,,,1,0
15329850,Absolute Beach Front Luxury Apartment-North Bondi,54134084,Alan Peacock,,Waverley,-33.89342746104538,151.28418370199614,Entire home/apt,436,2,8,2017-02-25,2.20,1,349
11499369,Beach House room,60567881,Laurent,,Waverley,-33.889058666582095,151.27426893820808,Private room,39,1,0,,,1,0
17560891,Beautiful Bronte 1-Bed Abode,17286812,Ivano,,Waverley,-33.905421011782025,151.25577605515753,Entire home/apt,130,1,1,2017-03-28,1,1,173
17954097,Bed in Bondi Beach,66020002,Solène,,Waverley,-33.89044409972212,151.2730417559412,Shared room,28,1,0,,,1,9
3732664,Studio in heart of Bondi Beach,12400321,Sean,,Waverley,-33.89268405690058,151.26401791211651,Entire home/apt,141,1,11,2017-03-20,0.40,1,365
16341293,Perfect holiday apartment,106993779,Eugenio,,Waverley,-33.88433658638393,151.2729776664524,Entire home/apt,187,2,0,,,1,0
16479399,Bondi Blue,108178587,Michele,,Waverley,-33.8863223134056,151.27965778179652,Entire home/apt,141,4,3,2017-03-10,1.67,1,2
6748487,Student Accommodation - Share Room,28177223,Marcel,,Waverley,-33.8893231728704,151.27048111162034,Shared room,42,10,0,,,4,365
16054583,Paradise Beach Views in 2 Bedroom on Bronte Beach,2374679,Yasameen,,Waverley,-33.90292175198468,151.26710343850553,Entire home/apt,250,7,1,2017-03-05,0.94,1,50
9435433,Beautiful Home - 3Bd - Bondi Beach,6436195,Melanie,,Waverley,-33.88511501148784,151.28026203950532,Entire home/apt,590,2,2,2016-12-30,0.56,1,302
9697545,Cute clean flat near Bondi Beach!,10237322,Anna,,Waverley,-33.85952675529799,151.28290730320072,Entire home/apt,75,20,2,2016-07-15,0.18,1,36
960394,Great double bedroom in Bondi Beach,5228648,Lívia,,Waverley,-33.89389991416741,151.26011027090394,Private room,110,3,1,2017-01-01,0.32,1,365
13105339,10 MINS FROM BONDI BEACH- PRIVATE SPACIOUS ROOM,72835163,Josefina,,Waverley,-33.883796361636946,151.2785794581237,Private room,56,4,9,2017-01-16,0.86,1,0
9828503,"sunny, spacious bedroom",14030354,Marcel,,Waverley,-33.885888147106954,151.28250573376388,Private room,80,3,6,2016-09-26,0.41,2,0
14809226,"Bright sunny 2 bed, 2 bath unit in Rose Bay Sydney",24562275,Tessa,,Waverley,-33.87937447472305,151.2723111322002,Entire home/apt,349,7,1,2017-01-05,0.33,1,357
10156169,Right on Bondi Beach...123,37614024,Ric,,Waverley,-33.889090055051625,151.27993516337008,Private room,60,7,18,2017-03-07,1.21,10,326
4379490,Amazing view - Great apartment,19449007,Flore-Anne,,Waverley,-33.890892765402775,151.2646567449332,Entire home/apt,250,1,8,2016-09-09,0.29,3,278
16380780,Step Onto North Bondi,60288932,Telisha,,Waverley,-33.889072853917064,151.28170516211074,Private room,150,1,1,2017-02-11,0.56,1,90
9261864,Charming pad 5min to beach & cafes,12306496,Katherine,,Waverley,-33.89182240848053,151.26908029426156,Entire home/apt,160,2,21,2017-03-25,1.28,1,31
12972760,BONDI BEACH POP ART 3bed 2 bath Apt,4298915,Awaba,,Waverley,-33.88771185552745,151.26913586978597,Entire home/apt,250,7,0,,,54,365
9138903,10 minutes on foot to the beach!,39451078,Luiz Carlos,,Waverley,-33.89056826065003,151.26226112729043,Private room,150,7,0,,,1,0
13367033,Stylish Beach Pad/with Balcony & View,1444815,Elaine & George,,Waverley,-33.89213894212249,151.28403368555726,Entire home/apt,271,1,7,2017-02-18,0.84,2,50
5764835,10 seconds walk to Bondi Beach (Entire appartment),29909871,Hadi,,Waverley,-33.892565613868854,151.28373803319835,Entire home/apt,250,3,5,2017-01-30,0.24,1,21
9850640,Master Room in Bondi Apartment,50714440,Paul,,Waverley,-33.89466425444255,151.26818952485146,Private room,64,1,0,,,1,0
2029117,3 bedroom semi in heart of bondi,1434838,Al,,Waverley,-33.888527910216006,151.2658459265857,Entire home/apt,315,6,0,,,1,0
914960,OCEAN MEETS HABOUR GREAT APARTMENT,1386294,Paola,,Waverley,-33.85811964705402,151.28303849072194,Entire home/apt,260,3,6,2015-03-31,0.15,1,363
9500152,Family home near Bondi Beach,49237293,Leroy & Gaby,,Waverley,-33.87892900770118,151.27813966203797,Entire home/apt,395,10,2,2016-12-30,0.15,1,54
15103375,Ultimate Beach Pad,12648377,Alicia,,Waverley,-33.89537404075239,151.27419223603277,Entire home/apt,1000,7,2,2016-10-03,0.31,1,181
7009651,BONDI BEACH SHARE ACCOM 8.3,34923740,Surfside,,Waverley,-33.89114578936977,151.2739091007918,Shared room,35,1,10,2017-02-17,0.47,18,129
1995459,Beach Front Pad - Ocean Views..!,10284979,Simon,,Waverley,-33.89262418868997,151.28271395507386,Entire home/apt,250,5,1,2014-01-04,0.03,1,0
5291466,Bondi Large Stylish 1BR Suite,4062213,Nick,,Waverley,-33.891992503942994,151.24607746086608,Entire home/apt,179,2,27,2017-03-20,1.39,2,166
13005362,"Relaxed, Central,  Hideaway Beach Vibes",29961021,Antonia,,Waverley,-33.89849850748722,151.255462647148,Entire home/apt,100,10,0,,,1,0
1995192,Cliffside Paradise in North Bondi,4052513,Gina,,Waverley,-33.8919053812263,151.28392580928727,Private room,110,1,11,2017-01-07,0.35,1,365
15793775,Little Bronte Treehouse,9584692,Romany,,Waverley,-33.9007561023272,151.25685885841776,Entire home/apt,110,13,1,2017-01-01,0.32,1,42
3208816,Lovely & Comfy apartment in Bondi,11243201,Victoria,,Waverley,-33.89382862023568,151.26226464571047,Entire home/apt,290,7,1,2016-01-12,0.07,1,0
12055614,Leafy Bondi Beachside Retreat,64569360,Frank,,Waverley,-33.893427080806674,151.27321148054565,Private room,110,2,17,2017-03-04,1.38,1,360
3044381,BONDI BEACH Edward Street - L'Abode,7409213,Lisa L'Abode Accommodation,,Waverley,-33.89131637554708,151.26697384202873,Entire home/apt,210,2,2,2014-12-02,0.07,156,109
5862431,Bondi Beach Beach House,26441789,William,,Waverley,-33.88989542496845,151.2687266010534,Entire home/apt,250,5,0,,,2,0
15758355,Beautiful parkside apartment Bondi 10mins to beach,57951478,Raquel,,Waverley,-33.88866835091701,151.26320815411407,Entire home/apt,349,2,3,2017-02-11,0.60,1,352
6124494,Bronte beach pad,23099811,Kara,,Waverley,-33.897735124218975,151.26180855465142,Entire home/apt,349,7,0,,,1,0
15823816,Lovely Sunny Bunk Bed Room,43216423,Celeste,,Waverley,-33.87492446854872,151.27710825574667,Private room,120,1,1,2016-12-31,0.31,5,360
5469086,Sunny quiet flat with sea breezes,1980038,Anitta,,Waverley,-33.900261040683795,151.25696165703692,Entire home/apt,130,3,18,2017-03-30,1.09,2,354
4387091,Bondi Beach Summer sanctuary,22695584,Jessica,,Waverley,-33.89186398818066,151.27465934957098,Entire home/apt,180,6,0,,,2,0
17592506,Bondi Beaching,119537658,Ivona,,Waverley,-33.88981256623401,151.28150167524532,Entire home/apt,155,5,0,,,1,157
15134861,Beachside Split Level Apartment,15037497,Kim,,Waverley,-33.89141891870918,151.27261532583034,Entire home/apt,300,1,14,2017-03-18,2.40,1,332
9498756,Straight across from Bondi Beach!,47003294,Mack,,Waverley,-33.889609562904894,151.279020738429,Entire home/apt,200,4,1,2016-01-05,0.07,1,0
9826433,Sydney Harbour view home near Bondi Beach,50407677,Jason,,Waverley,-33.875966872678895,151.27634235992113,Entire home/apt,242,7,1,2015-12-31,0.06,1,0
10022976,Private room near Bondi Beach,23291934,Elliza,,Waverley,-33.89226702724403,151.26382250732604,Private room,50,1,0,,,1,0
7828114,Entire Studio in the Heart of Bondi,35167919,Adrian,,Waverley,-33.888395163976696,151.27223118240025,Entire home/apt,130,30,3,2016-04-01,0.23,2,0
12546695,000Z8 Lifestyle Living,48627526,Millie,,Waverley,-33.890178118359145,151.27351448172283,Entire home/apt,155,7,2,2016-11-24,0.37,47,279
16314312,Light filled room North Bondi,2616588,Rick,,Waverley,-33.87383167486875,151.27622046482833,Entire home/apt,200,5,0,,,1,365
7565245,"Sunny Room, Ensuite & Ocean Views",17388437,Steve,,Waverley,-33.88929582605978,151.26826234101807,Private room,79,1,0,,,1,0
1961902,Bondi Beach rockstar Villa: 16beds,10137646,Jet,,Waverley,-33.888430374343805,151.27320399361832,Entire home/apt,1600,3,19,2017-03-24,0.52,5,343
8584508,Sunny Modern 1BD apartment,6824480,Brett,,Waverley,-33.89415022130626,151.24644685950702,Entire home/apt,219,1,3,2017-02-25,0.18,1,126
782070,Sunny leafy Bondi Apt with views,3879319,Greg,,Waverley,-33.8890697993984,151.26096848222235,Entire home/apt,175,2,56,2017-02-02,1.09,1,338
5766339,Beautiful bright room in Bondi,29915269,Scott,,Waverley,-33.8902648623166,151.26107561733141,Private room,64,2,6,2017-03-31,0.71,1,360
16247817,Sunny Art Deco beach pad,66526969,Matthew,,Waverley,-33.88506401681684,151.27908930479046,Entire home/apt,349,2,15,2017-03-18,3.78,1,84
